second,mode,score,dtlb_mpki,llc_mpki,pf_rate,work_ms,ops_per_sec,thp_state,switch_event
16,off,0.6569519312723395,8.966055610800122,5.223511578749597,3.9546212705399357,22.726886635322767,77092.54039761354,THP_OFF,0
17,off,0.6749287919362854,10.298452608031258,6.117122675264009,3.3001087582027786,19.060128657331326,76779.66739274122,THP_OFF,0
18,off,0.6714648096604787,9.704972995628903,5.724544837374381,4.252678308917879,18.214050772778844,75805.43266347618,THP_OFF,0
19,off,0.6606604067221598,7.8,5.965295043549361,3.6042045950138606,21.47316460332786,72810.63494514457,THP_OFF,0
20,off,0.6447149444191564,8.55730860805237,4.892958033550546,3.3586490370589077,20.19340815531592,76013.43143243498,THP_OFF,0
21,off,0.6841574804344193,8.51078130115353,6.411838026132376,3.579229467166475,22.531037555528787,77123.28690570751,THP_OFF,0
22,off,0.6595295137194035,10.014538004640622,5.37156190174285,3.786069926374838,19.240434678652726,76999.36867611576,THP_OFF,0
23,off,0.6606368823246358,10.016702131183063,5.855666269674366,2.1367838374164907,21.45598093165869,74036.31717916917,THP_OFF,0
24,off,0.6713879955472204,9.882464441276285,6.125116545036239,2.739012288197163,18.750832264262854,76741.06143596706,THP_OFF,0
25,off,0.6802654717565849,10.198566862535976,6.367199615512941,3.162822205314216,21.58077325900364,79346.49983435909,THP_OFF,0
26,off,0.6738244824259494,9.958681234770546,6.381430247630414,2.1433089352783545,19.50765982684024,73817.83709455308,THP_OFF,0
27,off,0.6550563554484856,9.929304823470847,5.365871136606778,3.136436554997429,22.834295117063576,75669.4388164329,THP_OFF,0
28,off,0.6518265943668977,9.390435762841618,5.265992903792201,3.026515765813904,20.157942826327794,75691.36893354889,THP_OFF,0
29,off,0.6547007955634547,8.970379957789545,5.115910033429406,4.020456709157926,20.542362880718677,79482.31844871405,THP_OFF,0
30,off,0.6631796309203025,10.072490923954529,5.802051366065464,2.719252015299887,19.91146091016887,76000.96594395254,THP_OFF,0
31,off,0.6653014116569776,9.253391124607305,5.563492909345236,3.93211333850201,19.140728420581418,75850.1491549769,THP_OFF,0
32,off,0.6517860323602244,10.21626876085119,5.1715426087650265,3.374620071164805,20.200153955574308,73229.82904402017,THP_OFF,0
33,off,0.6763907858304137,8.333476073076326,6.110205732246442,3.545346378637895,19.642669147876074,78141.930034312,THP_OFF,0
34,off,0.657187189410672,9.396623432455446,5.616592734216898,2.5158556582874314,21.950640183631272,71248.82147100614,THP_OFF,0
35,off,0.6520864098893074,10.018152694311455,5.30103806212225,2.934068750437672,20.93514919848803,76125.81539346649,THP_OFF,0
36,off,0.6672366061062311,9.920049331616287,5.765372761623137,3.465343059847905,19.72773352646053,76324.9823831643,THP_OFF,0
37,off,0.6394458795199367,8.984662913716429,4.806401641040582,2.8928757740883273,19.764552318737767,73332.93003459873,THP_OFF,0
38,off,0.6386447783609921,8.61347044610081,4.638403740162682,3.402702728538768,21.851728177556947,79520.88738019271,THP_OFF,0
39,off,0.6424880793911106,10.65606237821272,4.830571807547326,3.258567630364116,20.03466574379265,73553.3389183518,THP_OFF,0
40,off,0.6462233952243392,8.65635450322157,4.837899675775428,3.791385499493031,23.385126699789538,75868.36233401406,THP_OFF,0
41,off,0.6797889684651267,9.313808748737891,6.214629531934068,3.6634845250162655,20.661324973213475,78328.37122201038,THP_OFF,0
42,off,0.6891445614539071,10.849980783647606,6.60232147549663,3.612978684973711,17.5,74595.12610392137,THP_OFF,0
43,off,0.6359689613616692,7.914616549693262,4.685615614027784,3.624755498271875,21.712544549633172,78034.11467958833,THP_OFF,0
44,off,0.6511908935824059,10.158713109530188,5.160201694459632,3.3278776831372636,18.565173892064916,74389.5215375301,THP_OFF,0
45,off,0.6634138326622286,10.802861243403997,5.582001445236907,3.579569479695901,18.340852618123616,80260.05217889692,THP_OFF,0
46,off,0.6474475497509621,9.120826493801806,5.111388330331181,2.949426223902396,21.05037326267827,78457.58099776336,THP_OFF,0
47,off,0.6597762372933869,8.731770362233856,5.564272275744888,3.1004145599647033,20.13586725741192,78031.3416565976,THP_OFF,0
48,off,0.6704030440168074,10.25579951600589,5.9797095585292555,3.136545758036398,21.58703329035033,76155.28331277058,THP_OFF,0
49,off,0.6769964792004071,10.732851599472651,6.059542172859273,3.8261887318387835,20.41294533371905,78922.33809657021,THP_OFF,0
50,off,0.6566668233626312,10.325540037452882,5.429361972369708,3.1399161080082694,20.154854424524007,74203.14909023955,THP_OFF,0
51,off,0.678356045928434,9.45189556874241,6.1317080651192635,3.759501645067869,21.208034056849296,76449.42452932768,THP_OFF,0
52,off,0.659651666732645,9.746488550408671,5.5057312981779,3.3012576417296264,18.87169111555079,72889.69439080833,THP_OFF,0
53,off,0.6596942565392617,8.5554256854153,5.68997845810375,2.6167192630001948,19.43445953368253,78298.01798247677,THP_OFF,0
54,off,0.6707104259518356,9.438576552350872,5.941910039009069,3.324401246491337,20.206784363553336,72013.52447852751,THP_OFF,0
55,off,0.6535466200241191,9.843626592871496,5.111339777753434,3.8644688370424936,21.9713713611435,77603.60858049954,THP_OFF,0
56,off,0.6547296563967233,9.921781121304553,5.433604149252527,2.8334328998115157,24.567813140944168,73635.86103361788,THP_OFF,0
57,off,0.6799566900767497,9.684535199322179,6.143099921035827,3.956878807628102,20.834036872773304,75369.69781593376,THP_OFF,0
58,off,0.6585436476577271,8.035912196996073,5.446106855070462,3.3586464421448237,20.94837871378863,76657.97250955466,THP_OFF,0
59,off,0.6626701744178931,8.735191595043505,5.573793338108989,3.4988011447752494,21.547956883296084,79150.79391337083,THP_OFF,0
60,off,0.676505139538507,9.0821681415116,6.314046209918986,2.7980976435798435,24.271406153095253,80357.6749971602,THP_OFF,0
61,off,0.6572669639855829,9.355924924946214,5.29111041784944,3.7483805309020486,23.63407708925103,75982.01550459885,THP_OFF,0
62,off,0.6592167549478575,9.068251854131773,5.5561895612902035,3.0468023873403647,20.200860425665383,77038.29773331594,THP_OFF,0
63,off,0.6674488845161317,10.375517952831302,5.666498382050047,3.86796374473208,20.827222356721634,76140.67969087686,THP_OFF,0
64,off,0.6573087059471829,11.444381967092161,5.4617607163167925,3.1147032058894686,20.364793457008915,82000,THP_OFF,0
65,off,0.6671706088480605,8.559105186251841,5.59959424241012,4.077112918171109,20.269286543103195,76728.78814254631,THP_OFF,0
66,off,0.6368677370303707,11.56424642764572,4.7791389111398015,2.6083896377813516,23.169289345458356,75881.9192837322,THP_OFF,0
67,off,0.6634914839478795,7.8,6.229256507008657,3.039010690899473,23.33070854487167,73764.14328925431,THP_OFF,0
68,off,0.6599663475559767,11.597855996307324,5.652181316468609,2.7992721966392264,22.460209455594534,80013.9279010682,THP_OFF,0
69,off,0.655668533805909,8.848401545410981,5.44956001476927,2.914430015501587,18.478345167718164,75520.07051877762,THP_OFF,0
70,off,0.6597746099793417,9.201702823783872,5.546141611935126,3.1681604521445226,19.76624583085414,80343.69047066453,THP_OFF,0
71,off,0.6581380392848056,9.311569237677574,5.125772440775186,4.499059239813897,22.893034169618094,74940.49507947941,THP_OFF,0
72,off,0.6710606811797097,7.8,6.373012519910012,3.6353052272939204,21.90867458326568,78836.48587391719,THP_OFF,0
73,off,0.6312026112404423,10.493275267298788,4.362313268826034,3.3217169279687204,18.382086749422804,73313.27763264086,THP_OFF,0
74,off,0.6381923314025224,8.858219062364297,4.52829687384201,3.747736433470825,20.71070395823313,75929.43147099258,THP_OFF,0
75,off,0.6616937307539997,11.205153696021103,5.593069584612821,3.2800486708018735,22.811036957511796,78924.70301653352,THP_OFF,0
76,off,0.6721141828996633,8.983955971105768,5.959592629559277,3.468655074102204,23.363720956074744,79394.59506745107,THP_OFF,0
77,off,0.6423304854206003,9.824724526369128,4.917035975692613,2.910687904242751,22.017221537689277,77637.01044643085,THP_OFF,0
78,off,0.6761202879479755,9.562561252043434,6.275834072425361,2.883665420601214,19.221833697445025,73147.4032192403,THP_OFF,0
79,off,0.6693740402981382,10.180729012414655,5.983500728770327,2.9679783118320007,17.941320819626355,76712.19679021774,THP_OFF,0
80,off,0.6744568719474244,9.793525308382357,6.2294463746611175,2.8081068871344725,21.43215840391289,74891.86446689238,THP_OFF,0
81,off,0.6698700963055335,10.080026278511001,6.158151416211357,2.3874466350374326,21.983680932837515,79555.75276111907,THP_OFF,0
82,off,0.6526706658227626,9.365007659085142,5.34297811548936,2.864431940329279,21.396241329591426,74945.91250357323,THP_OFF,0
83,off,0.6386286723581955,10.400128473481919,4.685456124297083,3.2238403876152635,19.523987860307574,77885.9537275937,THP_OFF,0
84,off,0.6857801802778324,10.643901984339768,6.583498178638294,3.178908871781256,19.990167019674562,76450.59843670836,THP_OFF,0
85,off,0.656760758926087,9.403584118585554,5.558926704348766,2.668138697605174,19.874258014027653,75740.83927142661,THP_OFF,0
86,off,0.6718812314038863,9.73594860686104,6.121497633797558,2.826568583842104,20.702618823303588,75428.3172499557,THP_OFF,0
87,off,0.6666160695965606,10.162989297936603,5.7878267084106545,3.28806028294414,20.211252989974895,76542.7376744351,THP_OFF,0
88,off,0.6483093447041374,9.642492168223873,5.157835564658675,2.904518338150579,21.288649730034813,73131.63371705101,THP_OFF,0
89,off,0.6588272403439999,9.945100830610777,5.393911586988637,3.59691760039259,22.398069990930118,75849.11860756479,THP_OFF,0
90,off,0.6565461546865505,8.944424311512591,5.402663795432292,3.22193397011148,21.3597523909666,72955.76083436776,THP_OFF,0
