second,mode,score,dtlb_mpki,llc_mpki,pf_rate,work_ms,ops_per_sec,thp_state,switch_event
23,on,0.42486733028883306,4.937615310235041,4.12005075762433,1.989765668780211,20.003934622748098,81634.9628767429,THP_ON,0
24,on,0.38398150869456144,4.317901864098591,3.752386673697934,3.04544630189267,21.64582427576991,81475.95289854662,THP_ON,0
25,on,0.4300796317292527,4.815876153441908,4.450418159895028,2.674037721263657,16.85416708079675,83754.24638782462,THP_ON,0
26,on,0.4778760403387819,5.332974659783778,5.036680276204091,2.7972175795790277,18.280780331475558,78566.3447249176,THP_ON,0
27,on,0.44800330132524335,5.122211540452169,4.505715603812723,2.2833284927497024,18.537711505671528,81768.46167857,THP_ON,0
28,on,0.377641797514922,4.143668169981829,3.9801800530183735,2.8737053348397423,20.488892058173708,82446.46418877381,THP_ON,0
29,on,0.37230343249405234,4.286852577270921,3.4054292422491206,2.8859123037587624,16.57864475148891,80452.04714183752,THP_ON,0
30,on,0.44961968274293307,5.0528724181898905,4.736447473393038,2.3105954656858434,15.8,78377.26678564645,THP_ON,0
31,on,0.4172088859273388,4.783137827464199,4.333696962229628,1.4880521482628382,17.38256122443188,79390.214779115,THP_ON,0
32,on,0.4105088379713746,4.7098485551170635,3.8035574425182954,3.158155082040118,20.44355630282653,78904.85433541832,THP_ON,0
33,on,0.35198713569686524,3.5589041690493843,4.808891671917817,1.4,20.278743093252775,82812.16463016608,THP_ON,0
34,on,0.43922732417587385,5.182721437601764,3.8613464146508036,2.816036093924026,16.987675705357695,82811.7813560841,THP_ON,0
35,on,0.44516433631550834,4.751510651892865,5.151736833698094,2.910224959462791,20.31880412932604,81101.80735846513,THP_ON,0
36,on,0.455657617288606,5.297107431278614,4.508531151462134,1.7812686070708859,17.482689348579434,79549.68633953531,THP_ON,0
37,on,0.3651011240266185,3.855750523375832,4.3672651308511625,2.2402632066524872,18.962054080281884,82384.28629677469,THP_ON,0
38,on,0.4699454819090656,5.4953555796299405,4.569638024869411,1.8367211340688523,17.537455887880853,84375.43091114829,THP_ON,0
39,on,0.4309348118886045,5.063978690346882,3.884072059835254,2.6001513369064533,16.24466009880611,84042.85701960232,THP_ON,0
40,on,0.4751511541142691,5.6041213878011575,4.39182512501628,2.264690887693467,16.390943078257653,81347.62973498709,THP_ON,0
41,on,0.4211848487272826,4.584944168464255,4.94575443884198,1.6472965840825855,22.184971411986254,79757.83368786461,THP_ON,0
42,on,0.4405725610122158,5.095898796344645,4.111819803316767,2.89250867366344,19.61888883130562,79007.48875145447,THP_ON,0
43,on,0.41940796328183877,4.98708119991973,3.6580279588947175,2.4397033971731568,17.652798090587915,81940.08304922341,THP_ON,0
44,on,0.439345653288133,4.972779712216943,4.699905307591011,1.6573932877198199,17.834538899479323,81289.4536653348,THP_ON,0
45,on,0.41960877172301303,4.992792864868305,3.6890095957733133,2.3000966661616684,21.61723258773903,82554.66342708099,THP_ON,0
46,on,0.39216323112890966,4.1110764143852405,4.701253662326621,2.6534420507499874,17.406537711476105,81462.57776010667,THP_ON,0
47,on,0.4738113639745486,5.2796869561113215,5.0703930726847615,2.560665360070789,17.17729966695223,82890.26818091028,THP_ON,0
48,on,0.4689896473636647,5.105416797208309,5.591678541946672,1.5163700984217918,19.901827354501915,81261.98388733836,THP_ON,0
49,on,0.3769508339409304,4.145272750178728,4.190951465510298,1.964625062550363,18.635216490920026,80021.39394359155,THP_ON,0
50,on,0.42166722595638306,4.764158630849093,4.28612485791021,2.5131285120839255,16.918330375387207,86360.73125455122,THP_ON,0
51,on,0.38811522961554046,4.588504561776771,3.514296578819743,2.0214420050998014,18.33679056849181,85972.72776105127,THP_ON,0
52,on,0.3873241481395349,4.357181347962853,4.076187958582964,1.9643422390923764,20.164839055016625,82532.01781297183,THP_ON,0
53,on,0.41352729932695487,4.401574172304746,4.967892084893985,2.1347417153337895,19.27977556083944,80731.56903547008,THP_ON,0
54,on,0.4320965335679869,4.927037255144753,4.388066268954653,2.168257259636025,19.758647742705953,82247.10619987053,THP_ON,0
55,on,0.4795886262568034,5.816504366055238,4.01606191883425,2.3483333111242084,18.27164347724863,81767.85543851835,THP_ON,0
56,on,0.4464256385996102,4.828401659065407,5.167300438092661,2.3202035933558562,18.21484066860356,82794.48518396221,THP_ON,0
57,on,0.4506961346174915,5.209244367693697,4.322695016890348,2.5576479321565055,16.46784340594107,87000,THP_ON,0
58,on,0.42688173649228256,4.4779016854936025,5.3359147694269895,2.0422517869886465,17.50382657136565,84478.67342527628,THP_ON,0
59,on,0.38381055867409736,4.392446221242381,3.733436345276243,2.3920141821813687,19.652379025319007,84819.39926636075,THP_ON,0
60,on,0.4933681520998465,6.0,4.172529500935253,2.1082371864697818,17.26143913067795,77578.12892132437,THP_ON,0
61,on,0.4164388555351073,4.345988056928373,5.221788076542937,2.140485009526582,16.954973138089468,79113.21314768707,THP_ON,0
62,on,0.4373130941423595,4.950311972711658,4.565928149974067,2.065558814779392,20.208039571817316,81784.58501509664,THP_ON,0
63,on,0.47145588823667955,5.358975506143143,4.733961477274855,2.725632325629254,18.62484440210102,80436.23793548286,THP_ON,0
64,on,0.46408711967260063,5.523890518365302,4.131242518916709,2.334434895277728,17.925490367347994,83854.80267856347,THP_ON,0
65,on,0.4022393057706946,4.421757235283747,4.487108456782242,2.05526507188566,17.386719470909917,84117.18799993847,THP_ON,0
66,on,0.461829372527138,5.3778419317988035,4.300891437882317,2.7287948763982333,17.995804903647834,80556.46451873466,THP_ON,0
67,on,0.41217496208387716,4.39983405245403,5.008842900754155,1.7946391929969647,18.724660708700966,78340.30131385033,THP_ON,0
68,on,0.4815181483395317,6.0,3.7047510267093475,2.0849059007697033,16.661592739507718,79358.87278667632,THP_ON,0
69,on,0.41884631193068167,4.857239112169927,4.038958212812516,2.144236814962243,16.95815575771527,85151.95592388378,THP_ON,0
70,on,0.4423134250892862,4.7466937327179775,5.430885474339577,1.4809394903884818,19.203391779202814,80651.20604132887,THP_ON,0
71,on,0.4265270329831255,4.711853519338105,4.721599143149536,2.099431416863336,18.229247638247553,76000,THP_ON,0
72,on,0.4389578877865018,5.045212381366171,4.435431313736746,1.9119496661546185,18.724509584964185,79466.55569108672,THP_ON,0
73,on,0.4227279959757553,4.729105753018264,4.398838353659837,2.5781891355926696,17.922954626358084,76000,THP_ON,0
74,on,0.3854665715012527,3.987043410825895,4.759945560571946,2.591657896550334,19.900056893611815,84006.62091996589,THP_ON,0
75,on,0.40324119650462187,4.605124801955923,3.9813360690042225,2.3831241985906715,19.686524131272222,83799.92035825086,THP_ON,0
76,on,0.4363276648708388,4.9288053768716225,4.635499008787435,1.8584780395014717,16.276368912854398,81305.35053872125,THP_ON,0
77,on,0.46556239308185365,5.326543082298578,4.665804400152786,2.4012510651559413,17.79652952478789,79191.93593646464,THP_ON,0
78,on,0.455035788789413,5.236234644321703,4.4483084911144255,2.4845116862168806,20.9104681928986,80304.8842091997,THP_ON,0
79,on,0.47555419031045676,5.640356330200086,4.447894889585301,1.7751821149978397,19.000951982319947,81028.39158695714,THP_ON,0
80,on,0.42115959053786284,4.7112074559657415,4.334983996378871,2.750178694579831,18.28923653456819,82083.89609159649,THP_ON,0
81,on,0.4287981420366956,4.927415661720755,4.194074049646291,2.397421790698664,18.53842696643346,80858.47669380071,THP_ON,0
82,on,0.42022744636746456,4.619799378891167,4.6635613058235,2.2351428811768654,16.665496111118795,83149.05540241578,THP_ON,0
83,on,0.46288817756367867,5.469475049183747,4.297794377884157,2.040169131388584,20.559379072454547,82628.75112898897,THP_ON,0
84,on,0.36991773412647844,4.368541343322722,3.433133869196398,1.6583330158347525,20.559536778547,80107.0877252295,THP_ON,0
85,on,0.4047129558712235,4.4133982198848996,4.4255257855746235,2.7356133733577552,18.919910725960744,81919.90571281359,THP_ON,0
86,on,0.42138246862494094,4.623501372567456,4.62806043558316,2.5068182924843914,18.913585039699463,79860.21498960452,THP_ON,0
87,on,0.37786963913249305,4.4769874927544,3.288491463377799,2.376845137634715,17.63144549532867,80883.90882083983,THP_ON,0
88,on,0.3962741271808931,4.378559681750559,4.262643149162831,2.407210251361861,18.300478782468375,80009.06210571692,THP_ON,0
89,on,0.3762907747309004,4.28377228254002,3.6744685010530826,2.5039941818733156,19.854911388937733,77385.1140883991,THP_ON,0
90,on,0.39761547012721393,4.629225312053604,3.5494536027210177,2.9328822083757324,16.41460035445545,84312.55011607663,THP_ON,0
