second,mode,score,dtlb_mpki,llc_mpki,pf_rate,work_ms,ops_per_sec,thp_state,switch_event
16,adaptive,0.4635424366191206,5.291283279485763,4.661365126680252,2.4454655226381075,19.86818145416286,81541.92975046845,THP_ON,0
17,adaptive,0.4356370744387214,4.92364475861396,4.313006957059058,3.012615464830871,20.13093954235978,80563.70284897128,THP_ON,0
18,adaptive,0.4073716970605493,4.438190610431324,4.583784768102731,2.308524705903493,16.68968045781583,80928.10490547518,THP_ON,0
19,adaptive,0.4264334325037513,4.760076901085345,4.531801254744438,2.3450392225959464,15.6,76321.64022651411,THP_ON,0
20,adaptive,0.49304806470947227,5.7325587459004606,4.757500639008849,2.3738440673208343,18.66919016736656,81469.50028390612,THP_ON,0
21,adaptive,0.5322649936749604,6.674595162513719,3.81650988811288,2.9535073222546586,18.587139690004637,85909.87640238984,THP_ON,0
22,adaptive,0.3932935529107303,4.213614103393137,4.556934343257904,2.402896930081744,21.73428334325978,80029.56660195196,THP_ON,0
23,adaptive,0.4248559069011727,4.595029166718568,5.002703902898153,1.889847961321256,19.18313619994422,81773.23241072435,THP_ON,0
24,adaptive,0.45113254072921444,5.411738598247397,4.008438026852208,1.9031891501170357,15.6,79872.3894649205,THP_ON,0
25,adaptive,0.4688567652021926,5.1330472278003985,5.285815651725542,2.3843883257293745,17.82073114066688,77392.36027557313,THP_ON,0
26,adaptive,0.41050309739612306,4.607537603980655,4.339561747095578,2.106443020491407,20.63292600751735,81046.84488879109,THP_ON,0
27,adaptive,0.4925558858027701,5.524973026900384,5.170173770117695,2.698609105283055,18.129107373889312,79895.40965319441,THP_ON,0
28,adaptive,0.4625895322701021,5.356222706682883,4.460040168491852,2.4486913335188394,20.018000061219947,80175.36116474842,THP_ON,0
29,adaptive,0.4880168933224281,5.948640784989066,4.140651136823901,1.9065848760020943,20.179453368785133,83107.34856882336,THP_ON,0
30,adaptive,0.46906573542409485,5.526159427087582,4.3940869959377595,2.0742894499015505,17.19639831729681,80262.0674643023,THP_ON,0
31,adaptive,0.43742031171197276,4.981950786629475,4.258923576053407,2.9362947219443125,19.093531478403587,82972.5461220998,THP_ON,0
32,adaptive,0.3712263116032364,4.089127911612561,3.9656218652091626,2.477290574583335,18.48250586718243,81670.70738646676,THP_ON,0
33,adaptive,0.45866314884964954,5.323291680767605,4.560848827688016,1.7904297164210765,18.643130103437414,78062.19714925309,THP_ON,0
34,adaptive,0.4126541080023791,4.0249573889900345,5.826887787920567,2.3133114738731666,18.807587042005775,79544.9868839106,THP_ON,0
35,adaptive,0.4319052055888357,4.758685993820455,4.671003093874275,2.656838044230055,20.852510239407593,83225.59489779887,THP_ON,0
36,adaptive,0.45802156588646936,5.28036121616061,4.468594580762353,2.442618803605857,18.81968903335652,80769.93690418293,THP_ON,0
37,adaptive,0.3546054088415877,3.886126092059744,3.8911401376926564,2.166603696830596,17.618640351245713,81300.97896249176,THP_ON,0
38,adaptive,0.41900049614876655,4.911328435179334,3.937975146636484,2.038963542621916,21.541313360365802,80832.64470985782,THP_ON,0
39,adaptive,0.4641236922610701,5.216334856842988,4.697033644571131,3.1015383891157557,15.6,85759.23290931078,THP_ON,0
40,adaptive,0.4662805190783225,5.607604881638778,3.9971999960796123,2.3812821110862887,16.378102047893965,80319.0624391592,THP_ON,0
41,adaptive,0.4728226202017703,5.344902683093268,4.912923209230339,2.3914683416523776,19.93326266208041,79773.96258873031,THP_ON,0
42,adaptive,0.3884970510543695,4.244508539890074,4.290574612074546,2.392635301406434,15.6,81023.1818173447,THP_ON,0
43,adaptive,0.4593775970646088,5.598914244254296,3.7510885004839576,2.3502366429924626,17.22798960093901,79315.855657489,THP_ON,0
44,adaptive,0.47545021556929284,5.545298315082484,4.541646901267039,2.2991847517442427,16.446059147213624,79044.4171391239,THP_ON,0
45,adaptive,0.4621665852794042,5.491980108428102,4.1377533231040795,2.321099313756875,18.024793097975937,78369.64870991255,THP_ON,0
46,adaptive,0.4455449318944405,4.985153057426133,4.78976839504613,2.1342983893730967,17.447662939320114,79397.1256171035,THP_ON,0
47,adaptive,0.4176176289753102,5.089394890465541,3.4522452882966945,1.98364741706948,17.848619027728482,78121.25898002397,THP_ON,0
48,adaptive,0.49624588378943,5.633202461681432,5.28203131984581,1.817992040729294,18.768573140203454,81283.01152857934,THP_ON,0
49,adaptive,0.4634404667336851,5.342681357180038,4.443993359157008,2.7634571896511275,18.029663480225157,81459.49647370182,THP_ON,0
50,adaptive,0.45931856089331013,5.017783662232376,5.0664272898652,2.8569599635734866,15.6,81378.92180340982,THP_ON,0
51,adaptive,0.44675273758757444,4.795477803223342,5.284742331118174,2.237522491224175,15.6,80587.77420824088,THP_ON,0
52,adaptive,0.5093117338406371,6.0410045392488865,4.777097510951787,1.8482268545680627,20.084608610435374,78640.00221777681,THP_ON,0
53,adaptive,0.4337058533235739,4.974125449257772,4.201084140382191,2.669386385311253,19.490688296437497,76971.34855357527,THP_ON,0
54,adaptive,0.6458956583011481,7.874515280995693,5.41150902078836,2.767609157881246,21.115328854774084,81291.31724641989,THP_OFF,-1
55,adaptive,0.6253982185162158,8.922056526782626,4.309803171461065,2.6479708844533745,18.27191137041299,78546.46526927073,THP_OFF,0
56,adaptive,0.6651182432197511,8.742678139088804,5.771946436683828,3.122937345398312,20.28343088073029,79345.78521701421,THP_OFF,0
57,adaptive,0.5701444464291453,6.856851645997965,4.771001060735066,3.347428805384379,19.037778391362487,80071.80351008486,THP_OFF,0
58,adaptive,0.6258180014895738,8.879473803443222,4.207568312202107,3.0943190526781694,20.119941313932976,72000,THP_OFF,0
59,adaptive,0.6569535638136119,9.311916435101475,5.5175056088393015,2.8523885388944152,20.351084856308628,78384.26617388483,THP_OFF,0
60,adaptive,0.6309084874816755,8.482831402406912,4.6311838387607205,2.2693337268986262,20.797103221843006,80501.52560668714,THP_OFF,0
61,adaptive,0.6668636230449266,10.10831129113819,5.737879386403214,3.512495757726954,18.74663778374914,74739.79563861292,THP_OFF,0
62,adaptive,0.6414163225101104,7.613178611377049,5.971013046286298,2.447599971283091,17.250291708143315,77382.49470297112,THP_OFF,0
63,adaptive,0.6503027030293528,8.704096920698879,5.2671699376752406,2.7935181881207725,20.13812203505479,81482.01736907355,THP_OFF,0
64,adaptive,0.6198110917969529,7.156563362711787,5.97727663987348,3.4640948445943818,17.424806270953145,74603.04269241082,THP_OFF,0
65,adaptive,0.6252234579427149,8.70634096798535,4.326516666901439,2.559081190526843,18.773318290158464,80034.74884871894,THP_OFF,0
66,adaptive,0.653992525125544,8.621325127636313,5.538049745211385,2.3311922242889027,21.765587358451665,78992.0584676938,THP_OFF,0
67,adaptive,0.6522812963772371,8.051924271371957,5.150930860291704,3.5262037304916705,20.606696344737827,76118.65541103794,THP_OFF,0
68,adaptive,0.6502696349561563,8.079653047108906,5.273410819366432,2.7651546707993346,20.08680350075008,75716.77105698502,THP_OFF,0
69,adaptive,0.47344981829238,5.432070710231545,4.478934752929911,3.2958045119491004,18.987486872899492,80964.13005199438,THP_ON,1
70,adaptive,0.47171449001142374,5.817251347960995,3.720985207611253,2.2667475860370283,15.960245112295135,81269.65892696862,THP_ON,0
71,adaptive,0.4179831128946987,4.708735983707375,4.28804394050661,2.4729023100483674,16.263792100994422,80988.99759812628,THP_ON,0
72,adaptive,0.4855774261339621,5.911318832684329,3.941175873424431,2.6385903383371154,17.266144952023275,78666.36778048844,THP_ON,0
73,adaptive,0.4899185378946847,5.738278116575794,4.664823023776112,2.198337002144218,18.04166178983928,81479.54289121558,THP_ON,0
74,adaptive,0.41506193611816666,4.521627229726954,4.624887115703401,2.525708455147056,16.875890160901864,75674.60114231544,THP_ON,0
75,adaptive,0.46990251692224994,5.283442571992583,4.91329066432364,2.528263434693376,20.894343716565597,79341.90004587689,THP_ON,0
76,adaptive,0.459983489897697,4.946700183311234,5.417333674417034,2.30720798704786,18.61771078789726,83913.9759825608,THP_ON,0
77,adaptive,0.4590165600678666,5.259109630829241,4.554216304276722,2.4700200801181516,18.587573604708297,83384.27657913203,THP_ON,0
78,adaptive,0.4272265547725699,4.6292943087619625,4.757449738203637,2.8439125529784404,18.674127520695873,82549.59207320497,THP_ON,0
79,adaptive,0.40305011302115507,4.5540472369309795,4.047556602199605,2.584986848696813,20.90197832809391,82804.2335520895,THP_ON,0
80,adaptive,0.4028796506349363,4.553372944925043,4.205625188794908,1.9729817785872623,18.118442698075757,80625.2349028186,THP_ON,0
81,adaptive,0.4518794607743355,5.361285964120085,4.041578323971657,2.363944487630812,18.135043184333224,76684.48901566237,THP_ON,0
82,adaptive,0.4393710865554612,4.758577980925125,4.9580911682051845,2.701152531376686,18.017208019774515,79953.86216800098,THP_ON,0
83,adaptive,0.43331408847803493,4.579010391145828,5.159875836439219,2.7193564680660316,20.763118810296866,79569.70257700275,THP_ON,0
84,adaptive,0.4591570811685936,5.017955163777061,5.171085603663251,2.4386615011419073,21.00925637104092,83187.93918346353,THP_ON,0
85,adaptive,0.5388968925453784,6.282756327218745,5.236786489279385,2.2957439793333383,18.437037267577413,83227.42896627329,THP_ON,0
86,adaptive,0.4119369667160663,4.301377254250175,4.86767309276592,3.211359150942352,18.599631747258456,83451.54473639408,THP_ON,0
87,adaptive,0.39683274913717614,4.347519210145631,4.2931682162863565,2.6675389643872958,16.52301667214124,81883.96773734472,THP_ON,0
88,adaptive,0.4319053873318242,4.688092668087353,4.806234544939572,2.811559792931308,17.244501606238003,80589.75780989348,THP_ON,0
89,adaptive,0.49766233493728895,5.434287854742874,5.641564319804681,2.5470354031113396,20.1379179131549,80070.25091822563,THP_ON,0
90,adaptive,0.39928435532948553,4.629395351219056,3.8151823905151585,2.1851379173123386,17.152547889089924,79900.70268082696,THP_ON,0
